target,text,num_characters,num_words,num_sentences,transformed_text
0,So u wan 2 come for our dinner tonight a not?,45,12,1,u wan 2 come dinner tonight
0,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",152,40,3,u u 2 u b move flat co need arrang pick lamp etc take care hello carolin
0,Its too late:)but its k.wish you the same.,42,12,1,late
0,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",101,26,4,hi hope ur day good back walk tabl book half eight let know ur come
0,Oh yeah clearly it's my fault,29,7,1,oh yeah clearli fault
0,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,63,15,2,dunno leh cant rememb mayb lor wat time r meet tmr
0,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",168,44,1,best msg hard person u know one step foward make u fall love amp one step back ruin ur friendship good night
1,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,144,27,5,urgent mobil number award prize guarante call 09061790126 land line claim valid 12hr 150ppm
0,"Vikky, come around  &lt;TIME&gt; ..",35,12,1,vikki come around lt time gt
0,"And how you will do that, princess? :)",38,11,2,princess
0,I have gone into get info bt dont know what to do,49,12,1,gone get info bt dont know
0,"Yeah, probably here for a while",31,7,1,yeah probabl
0,I'm still pretty weak today .. Bad day ?,40,10,1,still pretti weak today bad day
0,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,113,26,2,hey forget mine possess properti mmm childish smile
0,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),119,33,1,excel thought misundrstud frnd knw u hate bt day wen u knw truth u hate urself gn
0,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,50,15,3,hey congrat 2u2 id luv 2 ive 2 go home
0,Dear where you. Call me,23,6,2,dear call
0,Xy trying smth now. U eat already? We havent...,47,12,3,xy tri smth u eat alreadi havent
1,Urgent! Please call 09061213237 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,155,34,7,urgent pleas call 09061213237 landlin cash luxuri 4 canari island holiday await collect cs sae po box m227xi 150ppm
0,I donno its in your genes or something,38,8,1,donno gene someth
1,XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription ,157,24,1,xma iscom ur award either cd gift voucher free entri 2 r weekli draw txt music 87066 tnc
0,Alex says he's not ok with you not being ok with it,51,13,1,alex say ok ok
0,Are u coming to the funeral home,32,7,1,u come funer home
0,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,125,27,5,darl sister school resum minimum wait period reappli take care
0,I.ll hand her my phone to chat wit u,36,9,1,hand phone chat wit u
0,Well good morning mr . Hows london treatin' ya treacle?,55,12,2,well good morn mr how london treatin ya treacl
0,I can't make it tonight,23,6,1,ca make tonight
0,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,87,25,3,lt gt buck bank fee fix better call bank find
0,"I can. But it will tell quite long, cos i haven't finish my film yet...",71,19,2,tell quit long co finish film yet
0,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.,94,28,1,pl ask macho much budget bb bold 2 co saw new one lt gt dollar
0,"\Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?\""""",99,22,2,miss call mumha beendrop red wine theplac adress
0,Ill be at yours in about 3 mins but look out for me,51,13,1,ill 3 min look
0,What you did in  leave.,23,6,1,leav
0,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now,162,42,8,come back thursday yay gon na ok get money cheer oh yeah everyth alright how school call work
0,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x",82,20,3,jolli good way give u ticket sat eve speak x
0,"yeah, that's what I was thinking",32,8,1,yeah think
0,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1,146,34,1,go tirunelvali week see uncl alreadi spend amount take dress want give feb 1
0,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...,121,25,2,got ur favorit oyster n got favorit sashimi ok lar dun say alreadi wait ur stomach start rumbl
0,My sister going to earn more than me da.,40,10,1,sister go earn da
0,Jus finish watching tv... U?,28,7,1,ju finish watch tv u
0,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else",97,24,1,k fyi back parent place south tampa might need deal somewher els
0,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*",159,37,2,good morn love go sleep wish great day full feel better opportun last thought babe love kiss
0,Kothi print out marandratha.,28,5,1,kothi print marandratha
0,But we havent got da topic yet rite?,36,9,1,havent got da topic yet rite
0,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...,64,17,1,ok problem yup go sch 4 rem correctli
0,"Thanks, I'll keep that in mind",30,8,1,thank keep mind
0,Aah bless! How's your arm?,26,8,2,aah bless arm
0,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",189,31,1,dear sir salam pleasur meet today tea pleas send contact number save regard
0,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",160,43,5,gal n boy walk park hold ur hand u think would run away jst wana c feel walk heaven princ gn
0,What makes you most happy?,26,6,1,make happi
0,Wishing you a wonderful week.,29,6,1,wish wonder week
0,Sweet heart how are you?,24,6,1,sweet heart
0,"Sir, waiting for your letter.",29,7,1,sir wait letter
0,Dude im no longer a pisces. Im an aquarius now.,47,12,2,dude im longer pisc im aquariu
0,X course it 2yrs. Just so her messages on messenger lik you r sending me,72,16,2,x cours 2yr messag messeng lik r send
0,I think steyn surely get one wicket:),37,9,1,think steyn sure get one wicket
0,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols",125,32,5,neither sterm voic studi fine sure thing resolv tho anyway fab hol
0,"Garbage bags, eggs, jam, bread, hannaford wheat chex",52,12,1,garbag bag egg jam bread hannaford wheat chex
0,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,192,53,5,pride almost lt gt year old takin money kid suppos deal stuff grownup stuff tell
0,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.,126,28,2,sound better even im costum im sure time finish tomorrow txt end
0,My birthday is on feb  &lt;#&gt;  da. .,39,15,2,birthday feb lt gt da
0,So when do you wanna gym?,25,8,1,wan na gym
0,You'd like that wouldn't you? Jerk!,35,10,2,like would jerk
0,Are u awake? Is there snow there?,33,9,2,u awak snow
0,And of course you should make a stink!,38,9,1,cours make stink
1,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",156,30,2,u r subscrib 2 textcomp 250 wkli comp 1st wk free question follow subsequ wk charg unsubscrib txt stop 2 84128 custcar 08712405020
0,No go. No openings for that room 'til after thanksgiving without an upcharge.,77,15,2,go open room thanksgiv without upcharg
0,When you guys planning on coming over?,38,8,1,guy plan come
0,Wat Ì_ doing now?,17,5,1,wat
0,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,133,31,3,sir trip bu last week anoth audit next wednesday think might drive time
0,Do I? I thought I put it back in the box,40,12,2,thought put back box
0,I'm home...,11,4,1,home
0,No one interested. May be some business plan.,45,10,2,one interest may busi plan
0,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...,67,16,2,yup paragon havent decid whether 2 cut yet hee
0,Good morning princess! Have a great day!,40,9,2,good morn princess great day
0,Guai... ÌÏ shd haf seen him when he's naughty... ÌÏ so free today? Can go jogging...,84,21,2,guai ìï shd haf seen naughti ìï free today go jog
0,Aiyo cos i sms Ì_ then Ì_ neva reply so i wait 4 Ì_ to reply lar. I tot Ì_ havent finish ur lab wat.,100,27,2,aiyo co sm neva repli wait 4 repli lar tot havent finish ur lab wat
0,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)",145,35,3,live simpl love also simpl laugh simpl win tooo simpl difficult
0,Tell me something. Thats okay.,30,7,2,tell someth that okay
0,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow,125,31,6,hmm shall bring bottl wine keep us amus joke still bring bottl red white see tomorrow
0,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...,133,39,2,ur face test 1 2 3 4 5 6 7 8 9 lt gt select number tell ur face astrolog wait quick repli
0,"Hey, iouri gave me your number, I'm wylie, ryan's friend",56,15,1,hey iouri gave number wyli ryan friend
0,Yep get with the program. You're slacking.,42,10,2,yep get program slack
0,I'm in inside office..still filling forms.don know when they leave me.,70,15,1,insid offic still fill know leav
0,"I think your mentor is , but not 100 percent sure.",50,12,1,think mentor 100 percent sure
1,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate),112,22,3,call 09095350301 send girl erot ecstaci stop text call 08712460324 nat rate
1,A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611,157,29,3,xma reward wait comput randomli pick loyal mobil custom receiv reward call 09066380611
0,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates,135,30,2,tri figur suppos see coupl differ peopl week said get togeth set date
1,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,156,28,5,import messag final contact attempt import messag wait custom claim dept expir call 08717507382
0,Hi mom we might be back later than  &lt;#&gt; ,46,15,1,hi mom might back later lt gt
1,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,139,31,3,date two start sent text talk sport radio last week connect think coincid
0,"Lol, oh you got a friend for the dog ?",38,11,1,lol oh got friend dog
0,"Ok., is any problem to u frm him? Wats matter?",46,13,2,problem u frm wat matter
0,"K I'll head out in a few mins, see you there",44,13,1,k head min see
0,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.,116,28,3,want leav bare stay sane fight constantli help
1,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,90,18,3,current lead bid paus auction send custom care 08718726270
1,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or å£250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",160,28,1,free entri gr8prize wkli comp 4 chanc win latest nokia 8800 psp cash everi great 80878 08715705022
0,Somebody set up a website where you can play hold em using eve online spacebucks,80,15,1,somebodi set websit play hold em use eve onlin spacebuck
0,Its sunny in california. The weather's just cool,48,10,2,sunni california weather cool
